PC  Teal                                                               Stack
1
10
13  byte ""                                                            0x
14  callsub test_self_ref_phi                                          0x
131 proto 0 1                                                          0x
239 -                                                                  1, 2, 7, 6, 1, 2, 5
240 frame_bury -1                                                      1, 2, 7, 5, 1, 2
242 b test_swap_loop_while_top@3                                       1, 2, 7, 5, 1, 2
221 frame_dig -1                                                       1, 2, 7, 5, 1, 2, 5
223 int 0                                                              1, 2, 7, 5, 1, 2, 5, 0
224 >                                                                  1, 2, 7, 5, 1, 2, 1
225 bz test_swap_loop_after_while@5                                    1, 2, 7, 5, 1, 2
228 frame_dig 0                                                        1, 2, 7, 5, 1, 2, 1
230 frame_dig 1                                                        1, 2, 7, 5, 1, 2, 1, 2
232 frame_bury 0                                                       1, 2, 7, 5, 2, 2, 1
234 frame_bury 1                                                       1, 2, 7, 5, 2, 1
236 frame_dig -1                                                       1, 2, 7, 5, 2, 1, 5
238 int 1                                                              1, 2, 7, 5, 2, 1, 5, 1
239 -                                                                  1, 2, 7, 5, 2, 1, 4
240 frame_bury -1                                                      1, 2, 7, 4, 2, 1
242 b test_swap_loop_while_top@3                                       1, 2, 7, 4, 2, 1
221 frame_dig -1                                                       1, 2, 7, 4, 2, 1, 4
223 int 0                                                              1, 2, 7, 4, 2, 1, 4, 0
224 >                                                                  1, 2, 7, 4, 2, 1, 1
225 bz test_swap_loop_after_while@5                                    1, 2, 7, 4, 2, 1
228 frame_dig 0                                                        1, 2, 7, 4, 2, 1, 2
230 frame_dig 1                                                        1, 2, 7, 4, 2, 1, 2, 1
232 frame_bury 0                                                       1, 2, 7, 4, 1, 1, 2
234 frame_bury 1                                                       1, 2, 7, 4, 1, 2
236 frame_dig -1                                                       1, 2, 7, 4, 1, 2, 4
238 int 1                                                              1, 2, 7, 4, 1, 2, 4, 1
239 -                                                                  1, 2, 7, 4, 1, 2, 3
240 frame_bury -1                                                      1, 2, 7, 3, 1, 2
242 b test_swap_loop_while_top@3                                       1, 2, 7, 3, 1, 2
221 frame_dig -1                                                       1, 2, 7, 3, 1, 2, 3
223 int 0                                                              1, 2, 7, 3, 1, 2, 3, 0
224 >                                                                  1, 2, 7, 3, 1, 2, 1
225 bz test_swap_loop_after_while@5                                    1, 2, 7, 3, 1, 2
228 frame_dig 0                                                        1, 2, 7, 3, 1, 2, 1
230 frame_dig 1                                                        1, 2, 7, 3, 1, 2, 1, 2
232 frame_bury 0                                                       1, 2, 7, 3, 2, 2, 1
234 frame_bury 1                                                       1, 2, 7, 3, 2, 1
236 frame_dig -1                                                       1, 2, 7, 3, 2, 1, 3
238 int 1                                                              1, 2, 7, 3, 2, 1, 3, 1
239 -                                                                  1, 2, 7, 3, 2, 1, 2
240 frame_bury -1                                                      1, 2, 7, 2, 2, 1
242 b test_swap_loop_while_top@3                                       1, 2, 7, 2, 2, 1
221 frame_dig -1                                                       1, 2, 7, 2, 2, 1, 2
223 int 0                                                              1, 2, 7, 2, 2, 1, 2, 0
224 >                                                                  1, 2, 7, 2, 2, 1, 1
225 bz test_swap_loop_after_while@5                                    1, 2, 7, 2, 2, 1
228 frame_dig 0                                                        1, 2, 7, 2, 2, 1, 2
230 frame_dig 1                                                        1, 2, 7, 2, 2, 1, 2, 1
232 frame_bury 0                                                       1, 2, 7, 2, 1, 1, 2
234 frame_bury 1                                                       1, 2, 7, 2, 1, 2
236 frame_dig -1                                                       1, 2, 7, 2, 1, 2, 2
238 int 1                                                              1, 2, 7, 2, 1, 2, 2, 1
239 -                                                                  1, 2, 7, 2, 1, 2, 1
240 frame_bury -1                                                      1, 2, 7, 1, 1, 2
242 b test_swap_loop_while_top@3                                       1, 2, 7, 1, 1, 2
221 frame_dig -1                                                       1, 2, 7, 1, 1, 2, 1
223 int 0                                                              1, 2, 7, 1, 1, 2, 1, 0
224 >                                                                  1, 2, 7, 1, 1, 2, 1
225 bz test_swap_loop_after_while@5                                    1, 2, 7, 1, 1, 2
228 frame_dig 0                                                        1, 2, 7, 1, 1, 2, 1
230 frame_dig 1                                                        1, 2, 7, 1, 1, 2, 1, 2
232 frame_bury 0                                                       1, 2, 7, 1, 2, 2, 1
234 frame_bury 1                                                       1, 2, 7, 1, 2, 1
236 frame_dig -1                                                       1, 2, 7, 1, 2, 1, 1
238 int 1                                                              1, 2, 7, 1, 2, 1, 1, 1
239 -                                                                  1, 2, 7, 1, 2, 1, 0
240 frame_bury -1                                                      1, 2, 7, 0, 2, 1
242 b test_swap_loop_while_top@3                                       1, 2, 7, 0, 2, 1
221 frame_dig -1                                                       1, 2, 7, 0, 2, 1, 0
223 int 0                                                              1, 2, 7, 0, 2, 1, 0, 0
224 >                                                                  1, 2, 7, 0, 2, 1, 0
225 bz test_swap_loop_after_while@5                                    1, 2, 7, 0, 2, 1
245 frame_dig -2                                                       1, 2, 7, 0, 2, 1, 7
247 int 1                                                              1, 2, 7, 0, 2, 1, 7, 1
248 -                                                                  1, 2, 7, 0, 2, 1, 6
249 frame_bury -2                                                      1, 2, 6, 0, 2, 1
251 b test_swap_loop_while_top@1                                       1, 2, 6, 0, 2, 1
214 frame_dig -2                                                       1, 2, 6, 0, 2, 1, 6
216 int 0                                                              1, 2, 6, 0, 2, 1, 6, 0
217 >                                                                  1, 2, 6, 0, 2, 1, 1
218 bz test_swap_loop_after_while@6                                    1, 2, 6, 0, 2, 1
221 frame_dig -1                                                       1, 2, 6, 0, 2, 1, 0
223 int 0                                                              1, 2, 6, 0, 2, 1, 0, 0
224 >                                                                  1, 2, 6, 0, 2, 1, 0
225 bz test_swap_loop_after_while@5                                    1, 2, 6, 0, 2, 1
245 frame_dig -2                                                       1, 2, 6, 0, 2, 1, 6
247 int 1                                                              1, 2, 6, 0, 2, 1, 6, 1
248 -                                                                  1, 2, 6, 0, 2, 1, 5
249 frame_bury -2                                                      1, 2, 5, 0, 2, 1
251 b test_swap_loop_while_top@1                                       1, 2, 5, 0, 2, 1
214 frame_dig -2                                                       1, 2, 5, 0, 2, 1, 5
216 int 0                                                              1, 2, 5, 0, 2, 1, 5, 0
217 >                                                                  1, 2, 5, 0, 2, 1, 1
218 bz test_swap_loop_after_while@6                                    1, 2, 5, 0, 2, 1
221 frame_dig -1                                                       1, 2, 5, 0, 2, 1, 0
223 int 0                                                              1, 2, 5, 0, 2, 1, 0, 0
224 >                                                                  1, 2, 5, 0, 2, 1, 0
225 bz test_swap_loop_after_while@5                                    1, 2, 5, 0, 2, 1
245 frame_dig -2                                                       1, 2, 5, 0, 2, 1, 5
247 int 1                                                              1, 2, 5, 0, 2, 1, 5, 1
248 -                                                                  1, 2, 5, 0, 2, 1, 4
249 frame_bury -2                                                      1, 2, 4, 0, 2, 1
251 b test_swap_loop_while_top@1                                       1, 2, 4, 0, 2, 1
214 frame_dig -2                                                       1, 2, 4, 0, 2, 1, 4
216 int 0                                                              1, 2, 4, 0, 2, 1, 4, 0
217 >                                                                  1, 2, 4, 0, 2, 1, 1
218 bz test_swap_loop_after_while@6                                    1, 2, 4, 0, 2, 1
221 frame_dig -1                                                       1, 2, 4, 0, 2, 1, 0
223 int 0                                                              1, 2, 4, 0, 2, 1, 0, 0
224 >                                                                  1, 2, 4, 0, 2, 1, 0
225 bz test_swap_loop_after_while@5                                    1, 2, 4, 0, 2, 1
245 frame_dig -2                                                       1, 2, 4, 0, 2, 1, 4
247 int 1                                                              1, 2, 4, 0, 2, 1, 4, 1
248 -                                                                  1, 2, 4, 0, 2, 1, 3
249 frame_bury -2                                                      1, 2, 3, 0, 2, 1
251 b test_swap_loop_while_top@1                                       1, 2, 3, 0, 2, 1
214 frame_dig -2                                                       1, 2, 3, 0, 2, 1, 3
216 int 0                                                              1, 2, 3, 0, 2, 1, 3, 0
217 >                                                                  1, 2, 3, 0, 2, 1, 1
218 bz test_swap_loop_after_while@6                                    1, 2, 3, 0, 2, 1
221 frame_dig -1                                                       1, 2, 3, 0, 2, 1, 0
223 int 0                                                              1, 2, 3, 0, 2, 1, 0, 0
224 >                                                                  1, 2, 3, 0, 2, 1, 0
225 bz test_swap_loop_after_while@5                                    1, 2, 3, 0, 2, 1
245 frame_dig -2                                                       1, 2, 3, 0, 2, 1, 3
247 int 1                                                              1, 2, 3, 0, 2, 1, 3, 1
248 -                                                                  1, 2, 3, 0, 2, 1, 2
249 frame_bury -2                                                      1, 2, 2, 0, 2, 1
251 b test_swap_loop_while_top@1                                       1, 2, 2, 0, 2, 1
214 frame_dig -2                                                       1, 2, 2, 0, 2, 1, 2
216 int 0                                                              1, 2, 2, 0, 2, 1, 2, 0
217 >                                                                  1, 2, 2, 0, 2, 1, 1
218 bz test_swap_loop_after_while@6                                    1, 2, 2, 0, 2, 1
221 frame_dig -1                                                       1, 2, 2, 0, 2, 1, 0
223 int 0                                                              1, 2, 2, 0, 2, 1, 0, 0
224 >                                                                  1, 2, 2, 0, 2, 1, 0
225 bz test_swap_loop_after_while@5                                    1, 2, 2, 0, 2, 1
245 frame_dig -2                                                       1, 2, 2, 0, 2, 1, 2
247 int 1                                                              1, 2, 2, 0, 2, 1, 2, 1
248 -                                                                  1, 2, 2, 0, 2, 1, 1
249 frame_bury -2                                                      1, 2, 1, 0, 2, 1
251 b test_swap_loop_while_top@1                                       1, 2, 1, 0, 2, 1
214 frame_dig -2                                                       1, 2, 1, 0, 2, 1, 1
216 int 0                                                              1, 2, 1, 0, 2, 1, 1, 0
217 >                                                                  1, 2, 1, 0, 2, 1, 1
218 bz test_swap_loop_after_while@6                                    1, 2, 1, 0, 2, 1
221 frame_dig -1                                                       1, 2, 1, 0, 2, 1, 0
223 int 0                                                              1, 2, 1, 0, 2, 1, 0, 0
224 >                                                                  1, 2, 1, 0, 2, 1, 0
225 bz test_swap_loop_after_while@5                                    1, 2, 1, 0, 2, 1
245 frame_dig -2                                                       1, 2, 1, 0, 2, 1, 1
247 int 1                                                              1, 2, 1, 0, 2, 1, 1, 1
248 -                                                                  1, 2, 1, 0, 2, 1, 0
249 frame_bury -2                                                      1, 2, 0, 0, 2, 1
251 b test_swap_loop_while_top@1                                       1, 2, 0, 0, 2, 1
214 frame_dig -2                                                       1, 2, 0, 0, 2, 1, 0
216 int 0                                                              1, 2, 0, 0, 2, 1, 0, 0
217 >                                                                  1, 2, 0, 0, 2, 1, 0
218 bz test_swap_loop_after_while@6                                    1, 2, 0, 0, 2, 1
254 retsub                                                             1, 2, 2
79  pop                                                                1, 2
80  int 0                                                              1, 2, 0
81  callsub test_param_update_with_reentrant_entry_block               1, 2, 0
255 proto 1 1                                                          1, 2, 0
258 byte ""                                                            1, 2, 0, 0x
259 frame_dig -1                                                       1, 2, 0, 0x, 0
261 frame_bury 0                                                       1, 2, 0, 0
263 int 1                                                              1, 2, 0, 0, 1
264 bz test_param_update_with_reentrant_entry_block_after_while@5      1, 2, 0, 0
267 frame_dig -1                                                       1, 2, 0, 0, 0
269 int 1                                                              1, 2, 0, 0, 0, 1
270 +                                                                  1, 2, 0, 0, 1
271 dup                                                                1, 2, 0, 0, 1, 1
272 frame_bury -1                                                      1, 2, 1, 0, 1
274 int 10                                                             1, 2, 1, 0, 1, 10
276 >=                                                                 1, 2, 1, 0, 0
277 bz test_param_update_with_reentrant_entry_block_after_if_else@4    1, 2, 1, 0
287 b test_param_update_with_reentrant_entry_block_while_top@1         1, 2, 1, 0
259 frame_dig -1                                                       1, 2, 1, 0, 1
261 frame_bury 0                                                       1, 2, 1, 1
263 int 1                                                              1, 2, 1, 1, 1
264 bz test_param_update_with_reentrant_entry_block_after_while@5      1, 2, 1, 1
267 frame_dig -1                                                       1, 2, 1, 1, 1
269 int 1                                                              1, 2, 1, 1, 1, 1
270 +                                                                  1, 2, 1, 1, 2
271 dup                                                                1, 2, 1, 1, 2, 2
272 frame_bury -1                                                      1, 2, 2, 1, 2
274 int 10                                                             1, 2, 2, 1, 2, 10
276 >=                                                                 1, 2, 2, 1, 0
277 bz test_param_update_with_reentrant_entry_block_after_if_else@4    1, 2, 2, 1
287 b test_param_update_with_reentrant_entry_block_while_top@1         1, 2, 2, 1
259 frame_dig -1                                                       1, 2, 2, 1, 2
261 frame_bury 0                                                       1, 2, 2, 2
263 int 1                                                              1, 2, 2, 2, 1
264 bz test_param_update_with_reentrant_entry_block_after_while@5      1, 2, 2, 2
267 frame_dig -1                                                       1, 2, 2, 2, 2
269 int 1                                                              1, 2, 2, 2, 2, 1
270 +                                                                  1, 2, 2, 2, 3
271 dup                                                                1, 2, 2, 2, 3, 3
272 frame_bury -1                                                      1, 2, 3, 2, 3
274 int 10                                                             1, 2, 3, 2, 3, 10
276 >=                                                                 1, 2, 3, 2, 0
277 bz test_param_update_with_reentrant_entry_block_after_if_else@4    1, 2, 3, 2
287 b test_param_update_with_reentrant_entry_block_while_top@1         1, 2, 3, 2
259 frame_dig -1                                                       1, 2, 3, 2, 3
261 frame_bury 0                                                       1, 2, 3, 3
263 int 1                                                              1, 2, 3, 3, 1
264 bz test_param_update_with_reentrant_entry_block_after_while@5      1, 2, 3, 3
267 frame_dig -1                                                       1, 2, 3, 3, 3
269 int 1                                                              1, 2, 3, 3, 3, 1
270 +                                                                  1, 2, 3, 3, 4
271 dup                                                                1, 2, 3, 3, 4, 4
272 frame_bury -1                                                      1, 2, 4, 3, 4
274 int 10                                                             1, 2, 4, 3, 4, 10
276 >=                                                                 1, 2, 4, 3, 0
277 bz test_param_update_with_reentrant_entry_block_after_if_else@4    1, 2, 4, 3
287 b test_param_update_with_reentrant_entry_block_while_top@1         1, 2, 4, 3
259 frame_dig -1                                                       1, 2, 4, 3, 4
261 frame_bury 0                                                       1, 2, 4, 4
263 int 1                                                              1, 2, 4, 4, 1
264 bz test_param_update_with_reentrant_entry_block_after_while@5      1, 2, 4, 4
267 frame_dig -1                                                       1, 2, 4, 4, 4
269 int 1                                                              1, 2, 4, 4, 4, 1
270 +                                                                  1, 2, 4, 4, 5
271 dup                                                                1, 2, 4, 4, 5, 5
272 frame_bury -1                                                      1, 2, 5, 4, 5
274 int 10                                                             1, 2, 5, 4, 5, 10
276 >=                                                                 1, 2, 5, 4, 0
277 bz test_param_update_with_reentrant_entry_block_after_if_else@4    1, 2, 5, 4
287 b test_param_update_with_reentrant_entry_block_while_top@1         1, 2, 5, 4
259 frame_dig -1                                                       1, 2, 5, 4, 5
261 frame_bury 0                                                       1, 2, 5, 5
263 int 1                                                              1, 2, 5, 5, 1
264 bz test_param_update_with_reentrant_entry_block_after_while@5      1, 2, 5, 5
267 frame_dig -1                                                       1, 2, 5, 5, 5
269 int 1                                                              1, 2, 5, 5, 5, 1
270 +                                                                  1, 2, 5, 5, 6
271 dup                                                                1, 2, 5, 5, 6, 6
272 frame_bury -1                                                      1, 2, 6, 5, 6
274 int 10                                                             1, 2, 6, 5, 6, 10
276 >=                                                                 1, 2, 6, 5, 0
277 bz test_param_update_with_reentrant_entry_block_after_if_else@4    1, 2, 6, 5
287 b test_param_update_with_reentrant_entry_block_while_top@1         1, 2, 6, 5
259 frame_dig -1                                                       1, 2, 6, 5, 6
261 frame_bury 0                                                       1, 2, 6, 6
263 int 1                                                              1, 2, 6, 6, 1
264 bz test_param_update_with_reentrant_entry_block_after_while@5      1, 2, 6, 6
267 frame_dig -1                                                       1, 2, 6, 6, 6
269 int 1                                                              1, 2, 6, 6, 6, 1
270 +                                                                  1, 2, 6, 6, 7
271 dup                                                                1, 2, 6, 6, 7, 7
272 frame_bury -1                                                      1, 2, 7, 6, 7
274 int 10                                                             1, 2, 7, 6, 7, 10
276 >=                                                                 1, 2, 7, 6, 0
277 bz test_param_update_with_reentrant_entry_block_after_if_else@4    1, 2, 7, 6
287 b test_param_update_with_reentrant_entry_block_while_top@1         1, 2, 7, 6
259 frame_dig -1                                                       1, 2, 7, 6, 7
261 frame_bury 0                                                       1, 2, 7, 7
263 int 1                                                              1, 2, 7, 7, 1
264 bz test_param_update_with_reentrant_entry_block_after_while@5      1, 2, 7, 7
267 frame_dig -1                                                       1, 2, 7, 7, 7
269 int 1                                                              1, 2, 7, 7, 7, 1
270 +                                                                  1, 2, 7, 7, 8
271 dup                                                                1, 2, 7, 7, 8, 8
272 frame_bury -1                                                      1, 2, 8, 7, 8
274 int 10                                                             1, 2, 8, 7, 8, 10
276 >=                                                                 1, 2, 8, 7, 0
277 bz test_param_update_with_reentrant_entry_block_after_if_else@4    1, 2, 8, 7
287 b test_param_update_with_reentrant_entry_block_while_top@1         1, 2, 8, 7
259 frame_dig -1                                                       1, 2, 8, 7, 8
261 frame_bury 0                                                       1, 2, 8, 8
263 int 1                                                              1, 2, 8, 8, 1
264 bz test_param_update_with_reentrant_entry_block_after_while@5      1, 2, 8, 8
267 frame_dig -1                                                       1, 2, 8, 8, 8
269 int 1                                                              1, 2, 8, 8, 8, 1
270 +                                                                  1, 2, 8, 8, 9
271 dup                                                                1, 2, 8, 8, 9, 9
272 frame_bury -1                                                      1, 2, 9, 8, 9
274 int 10                                                             1, 2, 9, 8, 9, 10
276 >=                                                                 1, 2, 9, 8, 0
277 bz test_param_update_with_reentrant_entry_block_after_if_else@4    1, 2, 9, 8
287 b test_param_update_with_reentrant_entry_block_while_top@1         1, 2, 9, 8
259 frame_dig -1                                                       1, 2, 9, 8, 9
261 frame_bury 0                                                       1, 2, 9, 9
263 int 1                                                              1, 2, 9, 9, 1
264 bz test_param_update_with_reentrant_entry_block_after_while@5      1, 2, 9, 9
267 frame_dig -1                                                       1, 2, 9, 9, 9
269 int 1                                                              1, 2, 9, 9, 9, 1
270 +                                                                  1, 2, 9, 9, 10
271 dup                                                                1, 2, 9, 9, 10, 10
272 frame_bury -1                                                      1, 2, 10, 9, 10
274 int 10                                                             1, 2, 10, 9, 10, 10
276 >=                                                                 1, 2, 10, 9, 1
277 bz test_param_update_with_reentrant_entry_block_after_if_else@4    1, 2, 10, 9
280 frame_dig -1                                                       1, 2, 10, 9, 10
282 frame_bury 0                                                       1, 2, 10, 10
284 b test_param_update_with_reentrant_entry_block_after_while@5       1, 2, 10, 10
290 frame_dig 0                                                        1, 2, 10, 10, 10
292 dup                                                                1, 2, 10, 10, 10, 10
293 frame_bury -1                                                      1, 2, 10, 10, 10
295 swap                                                               1, 2, 10, 10, 10
296 retsub                                                             1, 2, 10
84  int 10                                                             1, 2, 10, 10
86  ==                                                                 1, 2, 1
87  assert                                                             1, 2
88  int 0                                                              1, 2, 0
89  callsub test_param_update_with_reentrant_entry_block_v2            1, 2, 0
297 proto 1 1                                                          1, 2, 0
300 frame_dig -1                                                       1, 2, 0, 0
302 int 1                                                              1, 2, 0, 0, 1
303 +                                                                  1, 2, 0, 1
304 frame_bury -1                                                      1, 2, 1
306 int 1                                                              1, 2, 1, 1
307 bz test_param_update_with_reentrant_entry_block_v2_after_while@5   1, 2, 1
310 frame_dig -1                                                       1, 2, 1, 1
312 int 1                                                              1, 2, 1, 1, 1
313 >=                                                                 1, 2, 1, 1
314 bz test_param_update_with_reentrant_entry_block_v2_after_if_else@4 1, 2, 1
317 b test_param_update_with_reentrant_entry_block_v2_after_while@5    1, 2, 1
323 frame_dig -1                                                       1, 2, 1, 1
325 retsub                                                             1, 2, 1
92  pop                                                                1, 2
93  callsub test_param_update_with_reentrant_entry_block_v3            1, 2
326 proto 0 0                                                          1, 2
329 int 1                                                              1, 2, 1
330 bz test_param_update_with_reentrant_entry_block_v3_after_while@5   1, 2
333 callsub one                                                        1, 2
346 proto 0 1                                                          1, 2
349 int 1                                                              1, 2, 1
350 retsub                                                             1, 2, 1
336 bz test_param_update_with_reentrant_entry_block_v3_after_if_else@4 1, 2
339 b test_param_update_with_reentrant_entry_block_v3_after_while@5    1, 2
345 retsub                                                             1, 2
96  callsub test_swap_args                                             1, 2
351 proto 0 0                                                          1, 2
354 callsub one                                                        1, 2
346 proto 0 1                                                          1, 2
349 int 1                                                              1, 2, 1
350 retsub                                                             1, 2, 1
357 int 123                                                            1, 2, 1, 123
359 +                                                                  1, 2, 124
360 callsub one                                                        1, 2, 124
346 proto 0 1                                                          1, 2, 124
349 int 1                                                              1, 2, 124, 1
350 retsub                                                             1, 2, 124, 1
363 int 234                                                            1, 2, 124, 1, 234
366 +                                                                  1, 2, 124, 235
367 callsub swap_args                                                  1, 2, 124, 235
381 proto 2 2                                                          1, 2, 124, 235
384 frame_dig -1                                                       1, 2, 124, 235, 235
386 frame_dig -2                                                       1, 2, 124, 235, 235, 124
388 retsub                                                             1, 2, 235, 124
370 swap                                                               1, 2, 124, 235
371 int 235                                                            1, 2, 124, 235, 235
374 ==                                                                 1, 2, 124, 1
375 assert                                                             1, 2, 124
376 int 124                                                            1, 2, 124, 124
378 ==                                                                 1, 2, 1
379 assert                                                             1, 2
380 retsub                                                             1, 2
99  int 100                                                            1, 2, 100
100 int 200                                                            1, 2, 100, 200
102 int 0                                                              1, 2, 100, 200, 0
103 callsub test_tuple_swap                                            1, 2, 100, 200, 0
389 proto 3 2                                                          1, 2, 100, 200, 0
392 int 0                                                              1, 2, 100, 200, 0, 0
393 frame_dig 0                                                        1, 2, 100, 200, 0, 0, 0
395 frame_dig -1                                                       1, 2, 100, 200, 0, 0, 0, 0
397 <                                                                  1, 2, 100, 200, 0, 0, 0
398 bz test_tuple_swap_after_for@4                                     1, 2, 100, 200, 0, 0
418 frame_dig -3                                                       1, 2, 100, 200, 0, 0, 100
420 frame_dig -2                                                       1, 2, 100, 200, 0, 0, 100, 200
422 uncover 2                                                          1, 2, 100, 200, 0, 100, 200, 0
424 retsub                                                             1, 2, 100, 200
106 swap                                                               1, 2, 200, 100
107 int 100                                                            1, 2, 200, 100, 100
108 ==                                                                 1, 2, 200, 1
109 assert                                                             1, 2, 200
110 int 200                                                            1, 2, 200, 200
112 ==                                                                 1, 2, 1
113 assert                                                             1, 2
114 int 100                                                            1, 2, 100
115 int 200                                                            1, 2, 100, 200
117 int 1                                                              1, 2, 100, 200, 1
118 callsub test_tuple_swap                                            1, 2, 100, 200, 1
389 proto 3 2                                                          1, 2, 100, 200, 1
392 int 0                                                              1, 2, 100, 200, 1, 0
393 frame_dig 0                                                        1, 2, 100, 200, 1, 0, 0
395 frame_dig -1                                                       1, 2, 100, 200, 1, 0, 0, 1
397 <                                                                  1, 2, 100, 200, 1, 0, 1
398 bz test_tuple_swap_after_for@4                                     1, 2, 100, 200, 1, 0
401 frame_dig -2                                                       1, 2, 100, 200, 1, 0, 200
403 frame_dig -3                                                       1, 2, 100, 200, 1, 0, 200, 100
405 frame_bury -2                                                      1, 2, 100, 100, 1, 0, 200
407 frame_dig 0                                                        1, 2, 100, 100, 1, 0, 200, 0
409 int 1                                                              1, 2, 100, 100, 1, 0, 200, 0, 1
410 +                                                                  1, 2, 100, 100, 1, 0, 200, 1
411 frame_bury 0                                                       1, 2, 100, 100, 1, 1, 200
413 frame_bury -3                                                      1, 2, 200, 100, 1, 1
415 b test_tuple_swap_for_header@1                                     1, 2, 200, 100, 1, 1
393 frame_dig 0                                                        1, 2, 200, 100, 1, 1, 1
395 frame_dig -1                                                       1, 2, 200, 100, 1, 1, 1, 1
397 <                                                                  1, 2, 200, 100, 1, 1, 0
398 bz test_tuple_swap_after_for@4                                     1, 2, 200, 100, 1, 1
418 frame_dig -3                                                       1, 2, 200, 100, 1, 1, 200
420 frame_dig -2                                                       1, 2, 200, 100, 1, 1, 200, 100
422 uncover 2                                                          1, 2, 200, 100, 1, 200, 100, 1
424 retsub                                                             1, 2, 200, 100
121 swap                                                               1, 2, 100, 200
122 int 200                                                            1, 2, 100, 200, 200
124 ==                                                                 1, 2, 100, 1
125 assert                                                             1, 2, 100
126 int 100                                                            1, 2, 100, 100
127 ==                                                                 1, 2, 1
128 assert                                                             1, 2
129 int 1                                                              1, 2, 1
130 return                                                             1
